,Beer_name,ID_Nr,Price_SEK,Bottle,Volume_ml,Alcohol_content,Bitterness,Fullness,Sweetness,Kind,Color,Producer,Info,Link,APK,SEK_p_l
155,Göteborgs Nya,30189,19.0,True,330,0.057,6,6,2,Internationell stil,"Mörk, gul färg. ",Göteborgs Nya Bryggeri ,"Maltig smak med inslag av knäckebröd, timjan och apelsinskal. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fläsk- eller lammkött.",https://www.systembolaget.se//dryck/ol/goteborgs-nya-3018903,0.99,57.6
156,Göteborgs go IPA,30362,24.9,True,330,0.065,9,7,2,India pale ale (IPA),Gulbrun färg. ,Göteborgs Nya Bryggeri ,"Knäckig, något blommig smak med tydlig beska, inslag av apelsinchoklad, torkad frukt och knäckebröd. Serveras vid 8-10°C till rätter av lamm- eller nötkött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/goteborgs-go-ipa-3036203,0.861,75.5
157,Hale to Nothing,1485,15.5,True,330,0.045,7,6,2,Golden/Blond ale,"Ljus, gulbrun färg. ",Brutal Brewing ,"Nyanserad, humlearomatisk smak med inslag av rågbröd, knäck, örter och grapefrukt. Serveras vid 10-12°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/hale-to-nothing-148503,0.958,47.0
158,Heineken,1536,14.9,True,330,0.05,5,5,1,Internationell stil,Gul färg. ,Spendrups ,"Brödig smak med inslag av honung, knäckebröd och citrus. Serveras vid 8-10°C till vegetariska rätter, till rätter av fisk eller kyckling eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/heineken-153603,1.107,45.2
159,Heineken,11484,14.9,False,330,0.05,5,5,1,Internationell stil,Gul färg. ,Spendrups ,"Brödig smak med inslag av honung, knäckebröd och citrus. Serveras vid 8-10°C till vegetariska rätter, till rätter av fisk eller kyckling eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/heineken-1148403,1.107,45.2
160,Heineken,1536,13.9,False,330,0.05,5,5,1,Internationell stil,Gul färg. ,Spendrups ,"Brödig smak med inslag av honung, knäckebröd och citrus. Serveras vid 8-10°C till vegetariska rätter, till rätter av fisk eller kyckling eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/heineken-153612,1.187,42.1
161,Hobgoblin,1217,24.9,True,500,0.052000000000000005,6,7,1,Extra special bitter,Gulbrun färg. ,Wychwood Brewery ,"Nyanserad smak med inslag av kavring, knäck, torkade aprikoser, pomerans och nötter. Serveras vid 10-12°C som sällskapsdryck eller till rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/hobgoblin-121701,1.044,49.8
162,Hoegaarden,1563,17.0,True,330,0.049,1,4,1,Witbier,"Oklar, ljusgul färg. ",InBev ,"Fruktig smak med inslag av vetebröd, citron och jasminris. Serveras vid 6-8°C som sällskapsdryck eller till rätter av fisk och ljust kött, gärna med heta och asiatiska inslag.",https://www.systembolaget.se//dryck/ol/hoegaarden-156303,0.951,51.5
163,Hofbräu München Original,1537,20.9,True,500,0.051,6,5,1,Dortmunder och helles,Gul färg. ,Staatliches Hofbräuhaus in München ,"Maltig smak med inslag av knäckebröd, aprikos, halm och apelsin. Serveras vid 8-10°C till fisk och ljust kött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/hofbrau-munchen-original-153701,1.22,41.8
164,Hohenthanner,1284,24.3,True,500,0.05,4,6,1,Övrigt,"Något oklar, gul färg. ",Hohenthanner Schlossbrauerei GmbH & Co. KG ,"Maltig smak med inslag av ljust bröd, honung, apelsinblommor och persika. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/hohenthanner-128401,1.029,48.6
165,Holba,1313,10.9,False,330,0.047,5,5,2,Pilsner - tjeckisk stil,Gyllengul färg. ,Pivovar Holba ,"Maltig smak med inslag av knäckebröd, honung, örter och citrus. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/holba-131315,1.423,33.0
166,Hops District Pilsner,1107,11.0,False,330,0.048,5,5,1,Pilsner - tysk stil,Gul färg. ,Stockholm Wine Importers AB ,"Maltig smak med inslag av knäckebröd, halm, citrus och honung. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk, skaldjur eller kyckling",https://www.systembolaget.se//dryck/ol/hops-district-pilsner-110715,1.44,33.3
167,How to Tear Down This Wall,1620,24.9,True,330,0.045,2,4,1,Berliner weisse,"Oklar, röd färg. ",This is HOW Brewery ,"Bärig, syrlig smak med tydlig karaktär av hallon, inslag av ljust bröd och blodapelsin. Serveras vid 6-8°C som aperitif eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/how-to-tear-down-this-wall-162003,0.596,75.5
168,Inglorious Quad,1014,34.9,True,330,0.10300000000000001,4,8,6,Abt och kvadrupel,"Mörk, brungul färg. ",Inglorious Brew Stars BVBA ,"Smakrik öl med sötma, inslag av kavring, farinsocker, kaffe, tobak, pomerans och choklad. Serveras vid 10-14°C som sällskapsdryck eller till rätter av mörkt kött eller till halvhårda, milda ostar.",https://www.systembolaget.se//dryck/ol/inglorious-quad-101403,0.974,105.8
169,Innis & Gunn,1274,17.9,True,330,0.055999999999999994,4,5,3,India pale ale (IPA),Gulbrun färg. ,Innis & Gunn ,"Nyanserad, fruktig smak med liten sötma, inslag av fat, tropisk frukt, apelsin, smörkola, grapefrukt och vanilj. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/innis-gunn-1159803,1.032,54.2
170,Innis & Gunn,11598,19.9,True,330,0.068,6,7,4,Strong ale,"Mörk, rödbrun färg. ",Innis & Gunn ,"Smakrik öl med sötma, inslag av fat, smörkola, choklad, torkad frukt, vanilj och kryddor. Serveras vid 10-12°C till rätter av fläsk-, lamm- eller nötkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/innis-gunn-127403,1.128,60.3
171,Innis & Gunn,88053,15.9,False,330,0.046,9,7,3,Session IPA,Gul färg. ,Innis & Gunn ,"Fruktig, något humlearomatisk smak med tydlig beska och liten sötma,  inslag av citron, honung, ljust bröd och ananas. Serveras vid 10-12°C till rätter av lamm- eller nötkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/innis-gunn-8805315,0.955,48.2
172,Innis & Gunn,11447,19.9,True,330,0.066,6,7,3,Strong ale,"Mörk, gyllengul färg. ",Innis & Gunn ,"Fruktig smak med liten sötma, inslag av fat, smörkola, vanilj och torkade dadlar. Serveras vid 10-12°C som sällskapsdryck eller till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/innis-gunn-1144703,1.094,60.3
173,Jever Pilsener,1506,14.9,True,330,0.049,7,6,1,Pilsner - tysk stil,Gul färg. ,Friesisches Brauhaus ,"Maltig smak med tydlig beska, inslag av knäckebröd, örter, aprikos och apelsinskal. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av fläsk-, lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/jever-pilsener-150603,1.085,45.2
174,Jever Pilsener,1506,12.9,False,330,0.049,7,6,1,Pilsner - tysk stil,Gul färg. ,Radeberger Gruppe KG ,"Maltig smak med tydlig beska, inslag av knäckebröd, örter, aprikos och apelsinskal. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av fläsk-, lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/jever-pilsener-150615,1.253,39.1
175,Jämtlands,89796,21.9,True,330,0.055,8,6,1,India pale ale (IPA),Brungul färg. ,Jämtlands Bryggeri ,"Humlearomatisk smak med tydlig beska, inslag av torkade aprikoser, ljus sirap, örter och mandarin. Serveras vid 10-12°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/jamtlands-8979603,0.829,66.4
176,Jämtlands Bärnsten,1307,20.9,True,330,0.05,7,6,1,Märzen och wienerstil,"Mörk, gyllengul färg. ",Jämtlands Bryggeri ,"Fruktig, maltig smak med inslag av honung, aprikosmarmelad, apelsinskal och kryddor. Serveras vid 8-10°C som sällskapsdryck eller till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/jamtlands-barnsten-130703,0.789,63.3
177,KX Speciallager,81452,20.9,True,330,0.05,5,5,2,Dortmunder och helles,"Något oklar, ljus, gul färg. ",S:t Eriks Bryggeri ,"Maltig smak med inslag av citronskal, ljust bröd och honung. Serveras vid 6-8°C som sällskapsdryck eller till rätter av fisk eller skaldjur.",https://www.systembolaget.se//dryck/ol/kx-speciallager-8145203,0.789,63.3
178,Kaiserdom,1258,20.9,False,500,0.047,2,5,2,Hefeweizen,"Oklar, gul färg. ",Kaiserdom Privatbrauerei ,"Kryddig smak med inslag av koriander, ljust bröd, banan, kryddpeppar och honung. Serveras vid 8-10°C som sällskapsdryck, eller till smakrika, gärna kryddstarka rätter av fisk och ljust kött.",https://www.systembolaget.se//dryck/ol/kaiserdom-125812,1.124,41.8
179,Karlovacko,1510,18.4,True,500,0.05,5,5,1,Internationell stil,"Ljus, gul färg. ",Karlovacka Pivovara ,"Maltig smak med inslag av knäckebröd, citrus och honung. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/karlovacko-151001,1.359,36.8
180,Kasztelan,1402,13.9,True,330,0.057,5,6,2,Internationell stil,Gul färg. ,Carlsberg Supply Company Polska ,"Fruktig, maltig smak med inslag av aprikos, honung, ljust bröd, apelsin och kryddor. Serveras vid 8-10°C till rätter av fläsk- och lammkött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/kasztelan-140203,1.353,42.1
181,Kees It's a Blond,1325,25.9,False,330,0.059000000000000004,6,7,2,Golden/Blond ale,"Mörk, gul färg. ",Brouwerij Kees ,"Fruktig smak med inslag av aprikos, ljust bröd, kryddor och pomerans. Serveras vid 8-10°C till rätter av ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/kees-its-a-blond-132515,0.752,78.5
182,Kilkenny,1678,16.4,True,330,0.043,7,5,1,Irländsk ale,Brungul färg. ,Guinness ,"Maltig smak med inslag av knäck, rågbröd, citrusskal och torkade örter. Serveras vid 10-12°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/kilkenny-167803,0.865,49.7
183,King Goblin,1310,26.9,True,500,0.066,7,6,2,Strong ale,Brunröd färg. ,Wychwood Brewery ,"Knäckig smak med inslag av torkade dadlar, aprikos, lakrits, rågbröd, citrusskal och choklad. Serveras vid 8-10°C som sällskapsdryck, eller till smakrika rätter av fläsk-, lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/king-goblin-131001,1.227,53.8
184,Kirin Ichiban,1247,17.0,True,330,0.05,4,4,1,Internationell stil,Gul färg. ,Kirin Brewery ,"Brödig smak med inslag av aprikos, kex, örter och mandarin. Serveras vid 6-8°C som sällskapsdryck eller till rätter av fisk eller skaldjur.",https://www.systembolaget.se//dryck/ol/kirin-ichiban-124703,0.971,51.5
185,Klackabacken Pilsner,1438,14.9,True,330,0.042,5,5,1,Pilsner - tysk stil,"Något oklar, gul färg. ",Klackabackens Bryggeri ,"Maltig smak med inslag av ljust bröd, honung, örter och citrus. Serveras vid 8-10°C till rätter av fisk eller ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/klackabacken-pilsner-143803,0.93,45.2
186,Koekedam,1209,24.9,True,330,0.065,6,5,1,Saison,Gulbrun färg. ,Brouwerij Het Nest ,"Kryddig smak med inslag av ljust bröd, kryddpeppar, aprikos och citrus. Serveras vid 8-10°C som sällskapsdryck eller till rätter av ljust kött.",https://www.systembolaget.se//dryck/ol/koekedam-120903,0.861,75.5
187,Kona,89056,22.9,True,355,0.044000000000000004,5,6,2,Golden/Blond ale,"Mörk, gul färg. ",Kona Brewing Co ,"Fruktig smak med inslag av honung, grapefrukt, sirapslimpa och ananas. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/kona-8905603,0.682,64.5
188,Kona Brewing,89665,21.9,False,355,0.044000000000000004,6,6,2,Golden/Blond ale,Gul färg. ,Kona Brewing Co ,"Fruktig smak med inslag av torkad ananas, ljust bröd, mango, honung och mandarin. Serveras vid 8-10°C som sällskapsdryck, eller till exotiskt kryddade, gärna heta rätter av lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/kona-brewing-8966515,0.713,61.7
189,Krusovice,1528,17.9,False,500,0.05,6,6,1,Pilsner - tjeckisk stil,"Mörk, gul färg. ",Královsky Pivovar ,"Maltig smak med inslag av knäckebröd, aprikos, honung och örter. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/krusovice-152812,1.397,35.8
190,Kukko,1212,12.9,False,330,0.047,7,6,1,Dortmunder och helles,"Mörk, gul färg. ",Laitilan Wirvoitusjuomatehdas ,"Maltig smak med tydlig beska, inslag av knäckebröd, örter, aprikos och citrus. Serveras vid 8-10°C till rätter av fisk och eller ljust kött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/kukko-121215,1.202,39.1
191,Kung,1446,11.9,False,500,0.052000000000000005,5,5,2,Internationell stil,"Ljus, gul färg. ",Åbro Bryggeri ,Brödig smak med inslag av örter och citrus. Serveras vid 8-10°C till lättare husmanskost.,https://www.systembolaget.se//dryck/ol/kung-144612,2.185,23.8
192,König Ludwig Dunkel,89463,21.9,True,500,0.051,5,7,1,Dunkel,"Oklar, brungul färg. ",Krönleins ,"Maltig smak med inslag av kavring, mörkt farinsocker, choklad, tobak och torkade dadlar. Serveras vid 10-12°C som sällskapsdryck eller till rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/konig-ludwig-dunkel-8946301,1.164,43.8
193,Köstritzer,89858,16.9,True,330,0.048,5,5,1,Schwarzbier,"Mörk, brunröd färg. ",Köstritzer Schwarzbierbrauerei ,"Maltig smak med inslag av kavring, choklad, kaffe, lakrits och örter. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fläsk-, lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/kostritzer-8985803,0.937,51.2
194,Lagunitas,89607,22.9,True,355,0.062,9,7,2,India pale ale (IPA),"Mörk, gul färg. ",Lagunitas Brewing Company ,"Nyanserad, tydligt humlearomatisk smak med tydlig beska, inslag av sirapslimpa, grapefrukt och örter. Serveras vid 8-10°C som sällskapsdryck eller till rätter av lamm eller nötkött.",https://www.systembolaget.se//dryck/ol/lagunitas-8960703,0.961,64.5
195,Lagunitas,1697,20.9,True,355,0.059000000000000004,8,7,1,Amerikansk pale ale (APA),Gul färg. ,Lagunitas Brewing Company ,"Nyanserad, humlearomatisk smak med tydlig beska, inslag av apelsinskal, honung, tallbarr och rågbröd. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/lagunitas-169703,1.002,58.9
196,Lagunitas,1106,18.9,True,355,0.04,7,5,1,Session IPA,"Något oklar, gul färg. ",Lagunitas Brewing Company ,"Fruktig smak med tydlig beska, inslag av ananas, honung, färska örter och grapefrukt.  Serveras vid 8-10°C till rätter av ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/lagunitas-110603,0.751,53.2
197,Lagunitas,11911,26.9,True,355,0.08199999999999999,9,7,2,Imperial/Dubbel IPA,Gyllengul färg. ,Lagunitas Brewing Company ,"Nyanserad, fruktig smak med tydlig beska, inslag av apelsinmarmelad, mandarin, grapefrukt, ljus sirap och tallbarr. Serveras vid 10-12°C som sällskapsdryck eller till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/lagunitas-1191103,1.082,75.8
198,Lammsbräu,1644,17.9,True,330,0.05,5,6,2,Dunkel,"Oklar, brunröd färg. ",Neumarkter Lammsbräu ,"Nyanserad, maltig smak med inslag av choklad, kavring, knäck och kryddor. Serveras vid 10-12°C till rätter av lamm- eller nötkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/lammsbrau-164403,0.922,54.2
199,Landsort Lager,1466,29.3,True,500,0.053,7,6,2,Dortmunder och helles,Gul färg. ,Nynäshamns Ångbryggeri ,"Maltig, nyanserad smak med inslag av rågbröd, apelsin, örter, halm och honung. Serveras vid 8-10°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/landsort-lager-146601,0.904,58.6
200,Lapin Kulta,1594,15.5,False,500,0.052000000000000005,5,5,1,Internationell stil,Gulorange färg. ,Hartwall ,"Maltig smak med inslag av rågbröd, aprikos och örter. Serveras vid 8-10°C till husmanskost, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/lapin-kulta-159412,1.677,31.0
201,Leffe,1336,49.9,True,750,0.065,4,7,4,Belgisk mörk ale,"Något oklar, mörk brunröd färg. ",InBev ,"Nyanserad smak med viss sötma, inslag av torkad frukt, apelsinchoklad, sirapslimpa och farinsocker. Serveras vid 8-10°C som sällskapsdryck eller till rätter av lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/leffe-133601,0.977,66.5
202,Leffe,1659,20.0,True,330,0.066,4,7,4,Belgisk ljus ale,"Mörk, gul färg. ",InBev ,"Fruktig, kryddig smak med sötma, inslag av aprikos, banan, örter och honung. Serveras vid cirka 6°C som sällskapsdryck, till rätter av ljust kött eller till vitmögelostar.",https://www.systembolaget.se//dryck/ol/leffe-165903,1.089,60.6
203,Lindemans,89085,40.1,True,375,0.06,3,5,1,Lambic - gueuze,"Mörk, gul färg. ",Brasserie Lindeman ,"Karaktärsfull, syrlig, fruktig smak med inslag av vinteräpplen, apelsinskal, halm, krusbär och örter. Serveras vid 6-8°C som aperitif eller till skaldjursrätter, gärna moules frittes.",https://www.systembolaget.se//dryck/ol/lindemans-8908503,0.561,106.9
204,Lindemans Apple,83001,20.9,True,250,0.04,2,4,6,Lambic - frukt och bär,"Något oklar, gyllengul färg. ",Brasserie Lindeman ,"Fruktig smak med sötma och tydlig karaktär av äpplen, inslag av halm och kanel. Serveras vid cirka 8°C som aperitif eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/lindemans-apple-8300103,0.478,83.6
205,Lowlander,1111,20.9,False,330,0.05,2,5,1,Witbier,"Oklar, ljusgul färg. ",Lowlander Beer ,"Nyanserad, kryddig, fruktig doft med inslag av citrusskal, banan, kamomill, aprikos, kryddnejlika, ljust bröd och torkad ingefära. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/lowlander-111115,0.789,63.3
206,Löwenbräu,1416,15.0,False,500,0.052000000000000005,5,5,1,Dortmunder och helles,Ljusgul färg. ,InBev ,"Brödig smak med inslag av örter, citrus och honung. Serveras vid cirka 10°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/lowenbrau-141612,1.733,30.0
207,Margarita Gose,1302,25.9,False,355,0.042,2,4,1,Gose och lichtenhainer,"Något oklar, gul färg. ",Cigar City Brewing ,"Fruktig, mycket syrlig smak med liten sälta, inslag av lime, apelsin och ljust bröd. Serveras vid 8-10 °C som aperitif, sällskapsdryck eller till rätter av fisk och skaldjur.",https://www.systembolaget.se//dryck/ol/margarita-gose-130215,0.576,73.0
208,Mariestads Dunkel,1006,15.9,False,330,0.057999999999999996,6,6,2,Dunkel,Brunröd färg. ,Spendrups ,"Knäckig smak med inslag av sirapslimpa, torkad frukt, mjölkchoklad och apelsin. Serveras vid 10-12°C som sällskapsdryck eller till rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/mariestads-dunkel-100615,1.204,48.2
209,Mariestads Export,1203,17.7,True,500,0.053,6,6,1,Dortmunder och helles,Gyllengul färg. ,Spendrups ,"Maltig smak med inslag av honung, ljust bröd och citrus. Serveras vid ca 8°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/mariestads-export-120301,1.497,35.4
210,Mariestads Export,1203,13.9,False,330,0.053,6,6,1,Dortmunder och helles,Gyllengul färg. ,Spendrups ,"Maltig smak med inslag av honung, ljust bröd och citrus. Serveras vid ca 8°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/mariestads-export-120315,1.258,42.1
211,Mariestads Export,1200,13.9,True,330,0.053,6,6,1,Dortmunder och helles,Gyllengul färg. ,Spendrups ,"Maltig smak med inslag av honung, ljust bröd och citrus. Serveras vid ca 8°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/mariestads-export-120003,1.258,42.1
212,Mariestads Export,1203,16.9,False,500,0.053,6,6,1,Dortmunder och helles,Gyllengul färg. ,Spendrups ,"Maltig smak med inslag av honung, ljust bröd och citrus. Serveras vid ca 8°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/mariestads-export-120312,1.568,33.8
213,Mariestads Old Ox,1379,19.9,False,500,0.069,6,7,2,Ljus bocköl,"Mörk, gul färg. ",Spendrups ,"Maltig smak med inslag av ljust bröd, honung och pomerans. Serveras vid 10-12°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/mariestads-old-ox-137912,1.734,39.8
214,Mariestads Old Ox,1379,18.9,True,500,0.069,6,7,2,Ljus bocköl,"Mörk, gul färg. ",Spendrups ,"Maltig smak med inslag av ljust bröd, honung och pomerans. Serveras vid 10-12°C som sällskapsdryck eller till husmanskost.",https://www.systembolaget.se//dryck/ol/mariestads-old-ox-137901,1.825,37.8
215,Mcgargles,1285,19.9,True,330,0.044000000000000004,6,6,1,Irländsk ale,"Något oklar, brunröd färg. ",Rye River Brewing Company ,"Maltig smak med inslag av rågbröd, ljus sirap, torkad frukt, kaffe och kryddor. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/mcgargles-128503,0.73,60.3
216,Melleruds,1253,14.9,True,330,0.045,6,6,1,Pilsner - tysk stil,Gul färg. ,Spendrups ,"Maltig smak med inslag av knäckebröd, honung och citrusskal. Serveras vid 10-12°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/melleruds-125303,0.997,45.2
217,Melleruds Paradpilsner,1484,15.9,False,330,0.06,7,7,1,Imperial pils och india pale lager (IPL),Gyllengul färg. ,Spendrups ,"Maltig smak med tydlig beska, inslag av rostat bröd, sirap, apelsinskal, knäck och örter. Serveras vid 8-10°C som sällskapsdryck eller till rätter av lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/melleruds-paradpilsner-148415,1.245,48.2
218,Mikkeller,1692,59.9,True,375,0.07,2,5,1,Lambic - frukt och bär,"Oklar, mörk, rödblå färg ",Mikkeller ,"Bärig, mycket syrlig smak med inslag av fat, svarta vinbär, balsamvinäger, kanel och röda bär. Serveras vid 6-8°C som aperitif eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/mikkeller-169203,0.438,159.7
219,"Mikkeller Peter, Pale and Mary",1206,26.9,True,330,0.046,8,6,1,Amerikansk pale ale (APA),"Något oklar, mörk, gul färg. ",Mikkeller ,"Fruktig, något humlearomatisk smak med tydlig beska, inslag av passionsfrukt, grapefrukt, honung och färska örter. Serveras vid 8-10°C till rätter av ljust kött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/mikkeller-peter-pale-and-mary-120603,0.564,81.5
220,Millennium,11393,12.3,False,500,0.05,5,5,1,Internationell stil,Gul färg. ,Carlsberg Sverige AB ,Brödig smak med inslag av citrus och örter. Serveras vid 8-10°C till husmanskost.,https://www.systembolaget.se//dryck/ol/millennium-1139312,2.033,24.6
221,Miller,1579,14.9,True,330,0.047,3,3,1,Internationell stil,"Ljus, gul färg. ",Miller Brewing Company ,"Maltig smak med inslag av ljust bröd, honung och citrus. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/miller-157903,1.041,45.2
222,Modus Hoperandi,1539,27.9,False,355,0.068,9,8,3,India pale ale (IPA),"Ljus, rödbrun färg. ",Ska Brewing ,"Nyanserad, humlearomatisk smak med tydlig beska och liten sötma, inslag av apelsin, tallbarr, lönnsirap och rågbröd. Serveras vid 8-10°C som sällskapsdryck, eller till smakrika rätter av nöt- och viltkött.",https://www.systembolaget.se//dryck/ol/modus-hoperandi-153915,0.865,78.6
223,Mythos,1396,17.5,True,500,0.047,3,4,1,Internationell stil,Gul färg. ,Mythos Breweries ,"Brödig smak med inslag av knäckebröd, örter och mandarin. Serveras vid cirka 8°C som sällskapsdryck eller till rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/mythos-139601,1.343,35.0
224,Negra Modelo,1628,17.0,True,355,0.054000000000000006,5,5,3,Märzen och wienerstil,"Mörk, brungul färg. ",Modelo ,"Nyanserad, knäckig smak med liten sötma, inslag av torkad frukt, mörkt bröd, russin, choklad och pomerans. Serveras vid 8-10°C till, gärna kryddstarka rätter av fläsk-, lamm- eller nötkött.",https://www.systembolaget.se//dryck/ol/negra-modelo-162803,1.128,47.9
225,New York Lager,11416,23.9,False,330,0.052000000000000005,6,6,2,Modern stil,Gulbrun färg. ,Nørrebro Bryghus ,"Maltig, nyanserad smak med inslag av knäck, torkad frukt, sirapslimpa och pomerans. Serveras vid 8-10°C till rätter av lamm- och nötkött eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/new-york-lager-1141615,0.718,72.4
226,Newcastle Brown Ale,1538,16.3,True,330,0.047,6,6,2,Brown ale,Rödbrun färg. ,Scottish&Newcastle ,"Knäckig smak med inslag av pomerans, torkad frukt och sirapslimpa. Serveras vid 8-10°C som sällskapsdryck eller till smakrik husmanskost.",https://www.systembolaget.se//dryck/ol/newcastle-brown-ale-153803,0.952,49.4
227,Nils Oscar,89227,26.5,True,500,0.05,5,6,1,Pilsner - tjeckisk stil,Gul färg. ,Nils Oscar ,"Maltig smak med inslag av knäckebröd, citrus och honung. Serveras vid 8-10°C till rätter av fisk eller ljust kött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/nils-oscar-8922701,0.943,53.0
228,Nils Oscar,1305,19.9,True,330,0.053,7,5,2,Dortmunder och helles,Gyllengul färg. ,Nils Oscar ,"Maltig, något humlearomatisk smak med inslag av honung, knäck, örter och ljust bröd. Serveras vid cirka 8°C till husmanskost.",https://www.systembolaget.se//dryck/ol/nils-oscar-130503,0.879,60.3
229,Nils Oscar India Ale,1487,19.9,True,330,0.053,7,7,1,India pale ale (IPA),"Ljus, gulbrun färg. ",Nils Oscar ,"Fruktig smak med tydlig beska, inslag av aprikos, apelsinskal, knäckebröd och ljus sirap. Serveras vid 10-12°C som sällskapsdryck eller till rätter av fågel-, fläsk- eller lammkött. till rätter av smakrik husmanskost, gärna med rökta inslag.",https://www.systembolaget.se//dryck/ol/nils-oscar-india-ale-148703,0.879,60.3
230,Nitro,1399,29.9,True,355,0.06,7,7,3,Söt porter och stout,Mörkbrun färg. ,Left Hand Brewing Co ,"Rostad, nyanserad smak med liten sötma och tydlig beska, inslag av kakao, kavring, tobak, lakrits och sirap. Serveras vid 12-14°C som sällskapsdryck eller till rätter av mörkt kött.",https://www.systembolaget.se//dryck/ol/nitro-139903,0.712,84.2
231,Nordliga Sarek,11421,12.9,False,500,0.052000000000000005,5,6,1,Internationell stil,"Mörk, gul färg. ",Carlsberg Sverige AB ,"Maltig smak med inslag av apelsinblommor, honung och ljust bröd. Serveras vid cirka 8°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/nordliga-sarek-1142112,2.016,25.8
232,Norrlands Djup,1226,17.5,False,500,0.068,5,7,4,Starkare lager,Gul färg. ,Spendrups ,"Brödig smak med sötma, inslag av banan och citrusskal. Serveras vid cirka 8°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/norrlands-djup-122612,1.943,35.0
